English Cuss Expressions
Christ on a bike
Christ on a cracker
Jesus Christ
Jesus H. Christ
Jesus Harold Christ
Jesus fuck
Jesus wept
"Jesus, Mary and Joseph"
ass hole
damn it
dumb ass
go fuck yourself
go to hell
god damm
god damnit
holy shit
in shit
kiss my ass
mother fucker
shit ass
sibling fucker
son of a bitch
son of a whore
sweet Jesus
