French Cuss Expressions
bite de ta mère
chien de merde
connard de merde
fils de pute
gros con
gros fdp
putain de merde
sac à merde
sacré merde
sale chien
sale con
sale pute
sous merde
ta gueule
ta race
trou de balle
trou du cul
truc de merde
va te faire foutre
vieille pute
